Muni Code,TreasuryCode,Municipality Name,MuniType,County,Record ID,Block,Lot,Permit Number,Status,Permit Status Description,Permit Date,Certificate Date,Permit Type,Permit Type Description,Update,Certificate Type,Certificate Type Description,Certificate Count,Building Fee,Plumbing Fee,Electrical Fee,Fire Fee,DCA Fee,Certificate Fee,Elevator Fee,Other Fee,Total Fee,Volume,Square Feet,Construction Cost,Sale Units Gained,Rental Units Gained,Use Group,Use Group Description,Census Item Number,Census Item Number Description,Public,Storage,Manufactured,Hud Seal,Source,Source Description,Version,Process Date,PK
0906,0906,JERSEY CITY,CITY,HUDSON,00000039,16204,1,20133461,C,Certificate,05/25/2018,06/06/2018,04,New,,CA,Certificate of Approval,2,129,0,0,0,95,0,0,0,224,1,1,50000,0,0,A-5,"Outdoor Activities, Grandstands, stadiums, tents, coliseums, etc.",999,Out of Scope OTHER,X,,,,SDL,Spatial Data Logic,002,04/07/2020,090600000039
0906,0906,JERSEY CITY,CITY,HUDSON,00000058,24401,1,19-90133,P,Permit,05/23/2019,,04,New,,,,0,129,0,0,0,190,0,0,0,293,57600,11520,100000,0,0,A-5,"Outdoor Activities, Grandstands, stadiums, tents, coliseums, etc.",999,Out of Scope OTHER,X,,,,PNJ,PermitsNJ,001,06/07/2019,090600000058
0906,0906,JERSEY CITY,CITY,HUDSON,00000068,7302,1,19-90203,P,Permit,08/21/2019,,04,New,,,,0,4006,257,8162,0,708,0,0,0,10648,190774,6154,13524000,0,0,S-2,"Storage building, low hazard",999,Out of Scope OTHER,X,,,,PNJ,PermitsNJ,001,09/10/2019,090600000068
0906,0906,JERSEY CITY,CITY,HUDSON,00000091,7302,1,19-90203+A,P,Permit,09/01/2020,,04,New,X,,,0,11184,0,27,101,897,0,0,0,9946,1,1,997000,0,0,S-2,"Storage building, low hazard",999,Out of Scope OTHER,X,,,,PNJ,PermitsNJ,001,10/07/2020,090600000091
0906,0906,JERSEY CITY,CITY,HUDSON,00000093,15904,6,20-90205,P,Permit,10/29/2020,,04,New,,,,0,129,0,0,0,106,0,0,0,210,30208,1536,56000,0,0,B,Business Uses,999,Out of Scope OTHER,X,,,,PNJ,PermitsNJ,001,11/09/2020,090600000093
0906,0906,JERSEY CITY,CITY,HUDSON,00000965,4001,1,20063765,C,Certificate,08/03/2006,06/17/2020,04,New,,CO,Certificate of Occupancy,1,57848,45620,25922,10209,7156,100,0,0,146855,2142500,204495,9900000,124,0,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,07/30/2020,090600000965
0906,0906,JERSEY CITY,CITY,HUDSON,00000973,6006,2,20112275,C,Certificate,08/16/2011,08/12/2013,04,New,,TCO,Temporary Certificate of Occupancy,10,102657,46880,38899,4742,12699,50,0,0,205927,3802125,1,37900000,0,155,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,08/07/2017,090600000973
0906,0906,JERSEY CITY,CITY,HUDSON,00002231,8803,12,20134327,C,Certificate,11/20/2013,10/02/2015,04,New,,CO,Certificate of Occupancy,1,4380,0,0,0,542,100,0,0,5022,162215,18424,1500000,24,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600002231
0906,0906,JERSEY CITY,CITY,HUDSON,00002665,6304,5,20132081+A,C,Certificate,12/19/2013,01/22/2016,04,New,X,CO,Certificate of Occupancy,3,5350,13840,6415,476,662,0,0,0,26743,198145,41910,2903900,0,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600002665
0906,0906,JERSEY CITY,CITY,HUDSON,00003424,14002,1.03,20131722+B,C,Certificate,02/20/2014,02/26/2016,04,New,X,CO,Certificate of Occupancy,2,8936,6810,4845,277,1105,100,0,0,22073,330965,30473,3810000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600003424
0906,0906,JERSEY CITY,CITY,HUDSON,00003872,10203,16,20140565,C,Certificate,03/04/2014,06/21/2018,04,New,,CO,Certificate of Occupancy,1,916,1450,485,85,113,100,0,0,3149,33935,2909,208100,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,07/09/2018,090600003872
0906,0906,JERSEY CITY,CITY,HUDSON,00004195,14102,1,20140191+C,C,Certificate,05/02/2014,07/27/2015,04,New,X,CO,Certificate of Occupancy,4,51010,0,0,0,6310,0,0,0,57320,1889258,151749,12350000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600004195
0906,0906,JERSEY CITY,CITY,HUDSON,00004288,15601,6.01,20141270,C,Certificate,05/01/2014,04/29/2016,04,New,,CO,Certificate of Occupancy,1,0,0,0,0,0,0,0,0,0,164330,15284,1200000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,07/07/2021,090600004288
0906,0906,JERSEY CITY,CITY,HUDSON,00004466,6006,1.01,20133307+C,C,Certificate,04/23/2014,01/17/2017,04,New,X,CO,Certificate of Occupancy,1,144510,74940,54578,2632,17876,100,0,0,294636,5352210,535221,40560124,0,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,07/07/2022,090600004466
0906,0906,JERSEY CITY,CITY,HUDSON,00004519,14002,1.02,20133649+C,C,Certificate,04/01/2014,10/13/2015,04,New,,TCO,Temporary Certificate of Occupancy,3,44274,0,0,0,5477,0,0,0,49751,1639790,183000,30000000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600004519
0906,0906,JERSEY CITY,CITY,HUDSON,00004899,3403,10,20141370,C,Certificate,05/05/2014,11/23/2021,04,New,,CA,Certificate of Approval,1,1195,0,0,0,148,0,0,0,1343,44242,390374,15000,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,12/07/2021,090600004899
0906,0906,JERSEY CITY,CITY,HUDSON,00004992,5602,58,20141486,C,Certificate,05/13/2014,08/24/2016,04,New,,CO,Certificate of Occupancy,2,1567,1320,540,285,194,100,0,0,4006,58043,5665,229500,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600004992
0906,0906,JERSEY CITY,CITY,HUDSON,00005489,23404,38,20142037,C,Certificate,06/27/2014,04/23/2019,04,New,,CO,Certificate of Occupancy,1,1201,1620,445,85,149,100,0,0,3600,44469,2800,116000,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,05/07/2019,090600005489
0906,0906,JERSEY CITY,CITY,HUDSON,00005660,11304,7,20142324,C,Certificate,07/22/2014,04/13/2021,04,New,,CA,Certificate of Approval,1,50,0,0,0,3,0,0,0,53,1000,1200,20000,0,1,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,05/07/2021,090600005660
0906,0906,JERSEY CITY,CITY,HUDSON,00006005,11603,31.03,20142335,C,Certificate,07/22/2014,02/10/2017,04,New,,TCO,Temporary Certificate of Occupancy,4,210715,99380,98146,4734,26066,0,0,0,439041,7804269,1239969,250172100,0,763,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,11/08/2017,090600006005
0906,0906,JERSEY CITY,CITY,HUDSON,00006621,11608,1,20141090+A,C,Certificate,08/26/2014,11/16/2016,04,New,X,CO,Certificate of Occupancy,4,140886,66470,75196,2577,17428,0,0,0,302557,5218000,559278,113017000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,08/07/2017,090600006621
0906,0906,JERSEY CITY,CITY,HUDSON,00006817,3704,51,20143123,C,Certificate,09/24/2014,01/05/2016,04,New,,CO,Certificate of Occupancy,1,1215,1310,510,85,150,350,0,0,3620,45000,3870,255500,1,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,04/08/2021,090600006817
0906,0906,JERSEY CITY,CITY,HUDSON,00008273,9501,7,20134084+A,C,Certificate,11/24/2014,03/09/2017,04,New,X,CO,Certificate of Occupancy,10,173633,89080,111109,0,21479,0,0,0,395301,6430850,613735,177836000,0,538,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,03/29/2019,090600008273
0906,0906,JERSEY CITY,CITY,HUDSON,00008274,11009,10,20142732+A,C,Certificate,11/06/2014,09/27/2016,04,New,X,CO,Certificate of Occupancy,2,1740,2980,0,0,215,100,0,0,5035,64440,6444,235000,4,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600008274
0906,0906,JERSEY CITY,CITY,HUDSON,00008278,9901,4,20142253+A,C,Certificate,10/10/2014,09/20/2016,04,New,X,CO,Certificate of Occupancy,2,1058,0,810,0,131,100,0,0,2099,39200,3920,170000,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600008278
0906,0906,JERSEY CITY,CITY,HUDSON,00008568,20401,30,20144347,C,Certificate,12/17/2014,06/08/2016,04,New,,CO,Certificate of Occupancy,2,1040,1520,465,85,143,100,0,0,3353,38505,3815,185000,2,2,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600008568
0906,0906,JERSEY CITY,CITY,HUDSON,00010884,9403,15,20151096,C,Certificate,04/13/2015,08/18/2017,04,New,,CO,Certificate of Occupancy,5,74788,0,40754,1522,9251,0,0,0,126315,2769910,219446,3480000,0,1,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,02/07/2019,090600010884
0906,0906,JERSEY CITY,CITY,HUDSON,00011352,13003,1,20150279+B,C,Certificate,05/01/2015,01/19/2018,04,New,X,CO,Certificate of Occupancy,1,25739,22830,25105,1279,3537,100,0,0,78590,953295,92195,3142900,0,0,R-1,"Hotels, motels, boarding houses, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600011352
0906,0906,JERSEY CITY,CITY,HUDSON,00011416,10007,21,20151515,C,Certificate,05/08/2015,12/09/2016,04,New,,CO,Certificate of Occupancy,1,492,1030,250,75,68,0,0,0,1915,18227,1995,315000,1,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,06/07/2021,090600011416
0906,0906,JERSEY CITY,CITY,HUDSON,00011431,6304,5,20151670,C,Certificate,05/19/2015,05/15/2017,04,New,,CO,Certificate of Occupancy,3,5350,13950,6770,400,735,0,0,0,27205,198145,41910,2957000,0,42,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600011431
0906,0906,JERSEY CITY,CITY,HUDSON,00011460,13903,21,20151754,C,Certificate,05/27/2015,08/28/2018,04,New,,CO,Certificate of Occupancy,1,2108,3130,1515,126,290,100,0,0,7269,78061,5000,1075000,0,4,R-2,"Multiple family dwellings, dormitories, etc.",101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,09/12/2018,090600011460
0906,0906,JERSEY CITY,CITY,HUDSON,00011664,3501,8,20152162,C,Certificate,06/23/2015,04/21/2016,04,New,,CO,Certificate of Occupancy,1,940,1490,605,85,129,0,0,0,3249,34807,3793,221000,0,2,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,04/07/2022,090600011664
0906,0906,JERSEY CITY,CITY,HUDSON,00012101,10802,36,20152157,C,Certificate,06/22/2015,07/05/2017,04,New,,CO,Certificate of Occupancy,1,3645,4840,2005,223,501,100,0,0,11314,135016,11979,600000,14,0,R-2,"Multiple family dwellings, dormitories, etc.",101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,08/07/2017,090600012101
0906,0906,JERSEY CITY,CITY,HUDSON,00012684,20101,49.01,20152399,C,Certificate,07/08/2015,11/09/2016,04,New,,CO,Certificate of Occupancy,1,1248,1500,605,85,172,100,0,0,3710,46231,4232,258000,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600012684
0906,0906,JERSEY CITY,CITY,HUDSON,00012728,15901,17,20143865+A,C,Certificate,07/02/2015,07/28/2017,04,New,X,CO,Certificate of Occupancy,6,190568,73920,70112,3357,26185,0,0,0,364142,7058057,667012,152586000,0,423,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600012728
0906,0906,JERSEY CITY,CITY,HUDSON,00012730,2101,18,20152643,C,Certificate,07/23/2015,07/26/2016,04,New,,CO,Certificate of Occupancy,1,1121,1400,580,85,154,0,0,0,3340,41532,1365,253000,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,07/07/2021,090600012730
0906,0906,JERSEY CITY,CITY,HUDSON,00012762,22203,15,20152534,C,Certificate,07/15/2015,12/21/2017,04,New,,CO,Certificate of Occupancy,2,1036,1490,465,85,128,100,0,0,3304,38360,3280,162500,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600012762
0906,0906,JERSEY CITY,CITY,HUDSON,00013067,25604,11,20153032,C,Certificate,08/21/2015,08/03/2017,04,New,,CO,Certificate of Occupancy,2,1266,1430,445,85,174,0,0,0,3400,46900,4020,185000,0,2,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600013067
0906,0906,JERSEY CITY,CITY,HUDSON,00013212,14507,1,20152930,C,Certificate,08/12/2015,08/26/2020,04,New,,CO,Certificate of Occupancy,20,6196,0,0,0,851,0,0,0,7047,229500,56568,8598716,0,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,10/07/2022,090600013212
0906,0906,JERSEY CITY,CITY,HUDSON,00013252,6301,6,20151662+A,C,Certificate,08/05/2015,04/18/2018,04,New,X,CO,Certificate of Occupancy,1,1092,1620,555,85,150,100,0,0,3602,40446,3883,264500,0,2,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,05/07/2018,090600013252
0906,0906,JERSEY CITY,CITY,HUDSON,00013253,6301,5,20151660+A,C,Certificate,08/05/2015,08/21/2017,04,New,X,CO,Certificate of Occupancy,2,1092,1620,555,85,150,0,0,0,3502,40446,3883,264500,0,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600013253
0906,0906,JERSEY CITY,CITY,HUDSON,00013889,20301,4,20153469,C,Certificate,09/23/2015,06/29/2018,04,New,,CO,Certificate of Occupancy,1,1146,1570,575,85,157,100,0,0,3633,42445,3206,180000,2,2,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,07/09/2018,090600013889
0906,0906,JERSEY CITY,CITY,HUDSON,00013891,20301,3,20153468,C,Certificate,09/23/2015,06/29/2018,04,New,,CO,Certificate of Occupancy,1,1146,1570,575,85,157,100,0,0,3633,42445,3206,180000,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,07/09/2018,090600013891
0906,0906,JERSEY CITY,CITY,HUDSON,00013937,10501,29,20153369,C,Certificate,09/16/2015,05/24/2021,04,New,,TCO,Temporary Certificate of Occupancy,1,4050,4070,1695,186,1002,0,0,0,11003,270000,23268,1584000,0,0,A-3,"Lecture halls, Art Galleries, Churches, etc.",999,Out of Scope OTHER,,,,,SDL,Spatial Data Logic,002,06/07/2021,090600013937
0906,0906,JERSEY CITY,CITY,HUDSON,00014215,23101,7,20153765,C,Certificate,10/19/2015,12/08/2017,04,New,,CO,Certificate of Occupancy,2,1057,1470,575,85,145,0,0,0,3332,39160,3422,213000,0,2,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600014215
0906,0906,JERSEY CITY,CITY,HUDSON,00014272,26201,21,20153610,C,Certificate,10/06/2015,09/11/2018,04,New,,CO,Certificate of Occupancy,1,1181,1230,485,85,162,100,0,0,3243,43728,3884,193300,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/09/2018,090600014272
0906,0906,JERSEY CITY,CITY,HUDSON,00014274,26201,22,20153599,C,Certificate,10/05/2015,10/21/2019,04,New,,CO,Certificate of Occupancy,1,1181,1370,530,85,162,100,0,0,3428,43728,3884,193300,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,11/07/2019,090600014274
0906,0906,JERSEY CITY,CITY,HUDSON,00014319,7005,1.01,20150375+A,C,Certificate,10/13/2015,01/18/2018,04,New,X,CO,Certificate of Occupancy,5,81000,102055,82875,4726,11130,0,0,0,281786,3000000,756000,47882750,0,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,03/29/2019,090600014319
0906,0906,JERSEY CITY,CITY,HUDSON,00014406,14106,1,20153891,C,Certificate,10/29/2015,09/30/2016,04,New,,CO,Certificate of Occupancy,2,803,1560,900,122,110,0,0,0,3495,29745,3305,865027,0,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600014406
0906,0906,JERSEY CITY,CITY,HUDSON,00014612,28506,7,20154219,C,Certificate,12/01/2015,03/28/2018,04,New,,CO,Certificate of Occupancy,1,683,1070,270,85,94,100,0,0,2302,25296,2448,96000,1,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,04/09/2018,090600014612
0906,0906,JERSEY CITY,CITY,HUDSON,00014615,20803,41,20154117,C,Certificate,11/18/2015,10/07/2019,04,New,,CO,Certificate of Occupancy,1,930,1440,455,85,128,100,0,0,3138,34437,3412,186500,0,2,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,11/07/2019,090600014615
0906,0906,JERSEY CITY,CITY,HUDSON,00014768,3001,47,20154048,C,Certificate,11/13/2015,11/22/2016,04,New,,CO,Certificate of Occupancy,1,1040,1550,485,85,143,100,0,0,3403,38505,1266,227000,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600014768
0906,0906,JERSEY CITY,CITY,HUDSON,00014796,14002,1.01,20154052,C,Certificate,11/13/2015,09/14/2018,04,New,,TCO,Temporary Certificate of Occupancy,4,2025,0,0,0,278,0,0,0,2303,75000,25000,1100000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,03/09/2020,090600014796
0906,0906,JERSEY CITY,CITY,HUDSON,00014867,22203,7,20153955,C,Certificate,11/04/2015,08/08/2017,04,New,,CO,Certificate of Occupancy,2,1132,1490,465,85,140,0,0,0,3312,41930,3587,162500,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600014867
0906,0906,JERSEY CITY,CITY,HUDSON,00014868,22203,12,20153956,C,Certificate,11/04/2015,08/08/2017,04,New,,CO,Certificate of Occupancy,2,1132,1490,465,85,140,0,0,0,3312,41930,3587,162500,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600014868
0906,0906,JERSEY CITY,CITY,HUDSON,00014869,22203,11,20153945,C,Certificate,11/04/2015,08/08/2017,04,New,,CO,Certificate of Occupancy,2,1132,1490,465,85,140,0,0,0,3312,41930,3587,162500,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600014869
0906,0906,JERSEY CITY,CITY,HUDSON,00014870,22203,10,20153954,C,Certificate,11/04/2015,08/08/2017,04,New,,CO,Certificate of Occupancy,2,1132,1490,465,85,140,0,0,0,3312,41930,3587,162500,0,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600014870
0906,0906,JERSEY CITY,CITY,HUDSON,00014871,22203,9,20153946,C,Certificate,11/04/2015,08/08/2017,04,New,,CO,Certificate of Occupancy,2,1132,1490,465,85,140,0,0,0,3312,41930,3587,162500,0,2,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600014871
0906,0906,JERSEY CITY,CITY,HUDSON,00014959,26502,5,20154635,C,Certificate,12/31/2015,12/20/2017,04,New,,CO,Certificate of Occupancy,2,1230,1540,465,85,169,0,0,0,3489,45559,3844,184500,0,2,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600014959
0906,0906,JERSEY CITY,CITY,HUDSON,00015178,16803,29,20154419,C,Certificate,12/15/2015,12/22/2017,04,New,,CO,Certificate of Occupancy,2,1040,1400,465,85,143,0,0,0,3133,38505,3815,185200,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600015178
0906,0906,JERSEY CITY,CITY,HUDSON,00015225,21303,20,20154421,C,Certificate,12/15/2015,08/15/2017,04,New,,CO,Certificate of Occupancy,2,1218,1560,465,85,167,0,0,0,3495,45120,4470,185200,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600015225
0906,0906,JERSEY CITY,CITY,HUDSON,00015234,10302,34,20154303,C,Certificate,12/08/2015,01/17/2018,04,New,,CO,Certificate of Occupancy,1,2088,1580,650,85,287,100,0,0,4790,77350,6630,228500,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600015234
0906,0906,JERSEY CITY,CITY,HUDSON,00015338,22704,16,20154332,C,Certificate,12/09/2015,09/27/2017,04,New,,CO,Certificate of Occupancy,1,1017,1400,475,85,140,0,0,0,3117,37683,3768,152200,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600015338
0906,0906,JERSEY CITY,CITY,HUDSON,00015356,28506,8,20154248,C,Certificate,12/02/2015,03/28/2018,04,New,,CO,Certificate of Occupancy,1,634,1070,260,85,87,100,0,0,2236,23467,2271,97500,1,1,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,04/09/2018,090600015356
0906,0906,JERSEY CITY,CITY,HUDSON,00015394,2203,9,20154302,C,Certificate,12/08/2015,07/29/2016,04,New,,CO,Certificate of Occupancy,3,1161,1400,605,85,160,0,0,0,3411,42997,3600,224000,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600015394
0906,0906,JERSEY CITY,CITY,HUDSON,00015418,2801,26,20154551,C,Certificate,12/23/2015,08/24/2017,04,New,,CO,Certificate of Occupancy,3,3534,4170,0,0,486,0,0,0,8190,130896,12120,1397000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,12/07/2017,090600015418
0906,0906,JERSEY CITY,CITY,HUDSON,00015471,7806,18.01,20153113+A,C,Certificate,12/28/2015,07/03/2017,04,New,X,CO,Certificate of Occupancy,1,5848,4970,2410,140,804,0,0,0,14172,216592,19241,1214750,0,0,B,Business Uses,999,Out of Scope OTHER,,,,,SDL,Spatial Data Logic,002,08/07/2017,090600015471
0906,0906,JERSEY CITY,CITY,HUDSON,00015479,5302,2,20154301,C,Certificate,12/07/2015,01/30/2018,04,New,,TCO,Temporary Certificate of Occupancy,1,23145,0,3402,229,5725,0,0,0,32501,1543000,151500,1557603,0,0,S-1,"Storage building, moderate hazard",999,Out of Scope OTHER,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600015479
0906,0906,JERSEY CITY,CITY,HUDSON,00015487,11405,11,20143345+B,C,Certificate,12/04/2015,07/27/2021,04,New,X,CO,Certificate of Occupancy,1,6891,4860,2520,1600,947,100,0,0,16918,255240,0,3322000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,,,,,SDL,Spatial Data Logic,002,08/09/2021,090600015487
0906,0906,JERSEY CITY,CITY,HUDSON,00015489,15901,8,20154528,C,Certificate,12/22/2015,11/03/2017,04,New,,CA,Certificate of Approval,7,62446,46110,28737,1078,8581,0,0,0,146952,2312805,190453,36186000,110,0,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,03/29/2019,090600015489
0906,0906,JERSEY CITY,CITY,HUDSON,00015900,9801,12,20151647+B,C,Certificate,01/15/2016,02/27/2018,04,New,X,CO,Certificate of Occupancy,2,2912,2570,2075,177,400,0,0,0,8134,107856,9300,747000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",104,3 & 4 Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,03/29/2019,090600015900
0906,0906,JERSEY CITY,CITY,HUDSON,00015911,14205,16,20153868+A,C,Certificate,01/28/2016,11/21/2017,04,New,X,CO,Certificate of Occupancy,8,112741,50935,43673,1624,15491,0,0,0,224464,4175581,351483,57122503,0,255,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,03/29/2019,090600015911
0906,0906,JERSEY CITY,CITY,HUDSON,00016307,13003,1,20160349,C,Certificate,02/04/2016,08/10/2018,04,New,,CO,Certificate of Occupancy,2,155342,95920,109393,4495,21345,0,0,0,386495,5753410,564798,1480347,1,0,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,04/08/2019,090600016307
0906,0906,JERSEY CITY,CITY,HUDSON,00016318,20102,45.02,20153375+A,C,Certificate,02/25/2016,10/17/2017,04,New,X,CO,Certificate of Occupancy,1,1223,1490,555,85,168,0,0,0,3521,45310,2589,192500,0,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,11/08/2017,090600016318
0906,0906,JERSEY CITY,CITY,HUDSON,00016330,19105,27,20160418,C,Certificate,02/10/2016,12/14/2016,04,New,,CO,Certificate of Occupancy,2,924,1410,600,85,127,0,0,0,3146,34215,3802,172000,2,0,R-5,International Residential Code,101,Single-Family Detached NEW,,,,,SDL,Spatial Data Logic,002,02/08/2018,090600016330
0906,0906,JERSEY CITY,CITY,HUDSON,00016347,11603,3.01,20153555+A,C,Certificate,02/25/2016,09/28/2017,04,New,,CO,Certificate of Occupancy,1,182934,70310,75224,3330,25137,0,0,0,356935,6775338,615818,73163578,0,416,R-2,"Multiple family dwellings, dormitories, etc.",105,5+ Family Buildings NEW,,,,,SDL,Spatial Data Logic,002,10/10/2017,090600016347
